sentence_id,text,label,split,source_dataset,source_config,locale,partition,scenario
massive-train-393,on tuesday what is the weather supposed to be,13,train,massive,en-US,en-US,train,17
massive-train-394,what is the weekend weather forecast,13,train,massive,en-US,en-US,train,17
massive-train-395,set mute for twenty minutes,46,train,massive,en-US,en-US,train,10
massive-train-396,bring back talking after,14,train,massive,en-US,en-US,train,10
massive-train-397,please set the alarm for next morning to seven am,48,train,massive,en-US,en-US,train,16
massive-train-398,play playlist number seven,45,train,massive,en-US,en-US,train,3
massive-train-399,play songs from my playlist,45,train,massive,en-US,en-US,train,3
massive-train-400,what is the last day of the month,0,train,massive,en-US,en-US,train,5
massive-train-401,what is the time central,0,train,massive,en-US,en-US,train,5
massive-train-402,what is the current mountain time,0,train,massive,en-US,en-US,train,5
massive-train-403,what is the latest controversy on donald trump,22,train,massive,en-US,en-US,train,4
massive-train-404,what is latest controversy on donald trump,22,train,massive,en-US,en-US,train,4
massive-train-405,play the last hit song of metallica last album please,45,train,massive,en-US,en-US,train,3
massive-train-406,let me know when there is news on the dakota pipeline,22,train,massive,en-US,en-US,train,4
massive-train-407,notify me when there's news on the dakota pipeline,22,train,massive,en-US,en-US,train,4
massive-train-408,start vacuum,34,train,massive,en-US,en-US,train,8
massive-train-409,what is a funny joke about car,25,train,massive,en-US,en-US,train,9
massive-train-410,tell me a joke about a man,25,train,massive,en-US,en-US,train,9
massive-train-411,remind me to play this song tonight,45,train,massive,en-US,en-US,train,3
massive-train-412,please play me a song from my favorite list,45,train,massive,en-US,en-US,train,3
massive-train-413,play me a song,45,train,massive,en-US,en-US,train,3
massive-train-414,play me a song of adele,45,train,massive,en-US,en-US,train,3
massive-train-415,i need you to turn on the vacuum cleaner,34,train,massive,en-US,en-US,train,8
massive-train-416,what will be the highest temperature this week,13,train,massive,en-US,en-US,train,17
massive-train-417,slightly raise the light,18,train,massive,en-US,en-US,train,8
massive-train-418,increase the light a little,18,train,massive,en-US,en-US,train,8
massive-train-419,make the light more visible,18,train,massive,en-US,en-US,train,8
massive-train-420,can you tell me what alarms i have set,23,train,massive,en-US,en-US,train,16
massive-train-421,do i have any alarms set for today,23,train,massive,en-US,en-US,train,16
massive-train-422,i need to set an alarm how many do i have set,23,train,massive,en-US,en-US,train,16
massive-train-423,control lights turn off room lights,40,train,massive,en-US,en-US,train,8
massive-train-424,can locate some gospel music,45,train,massive,en-US,en-US,train,3
massive-train-425,i want to listen to some gospel music,45,train,massive,en-US,en-US,train,3
massive-train-426,how is the current weather in california,13,train,massive,en-US,en-US,train,17
massive-train-427,how is the current weather in washington d. c.,13,train,massive,en-US,en-US,train,17
massive-train-428,time now in new york,0,train,massive,en-US,en-US,train,5
massive-train-429,please can i know what time will it be at six p. m. here in australia,38,train,massive,en-US,en-US,train,5
massive-train-430,can you tell how many hours of difference are between boston and los angeles,38,train,massive,en-US,en-US,train,5
massive-train-431,turn the lights down,31,train,massive,en-US,en-US,train,8
massive-train-432,i need to turn the lights down,31,train,massive,en-US,en-US,train,8
massive-train-433,reduce brightness,31,train,massive,en-US,en-US,train,8
massive-train-434,order two hamburgers for me,16,train,massive,en-US,en-US,train,14
massive-train-435,place order of one pizza,16,train,massive,en-US,en-US,train,14
massive-train-436,can you tell me what date it is,0,train,massive,en-US,en-US,train,5
massive-train-437,can you tell me what time is it,0,train,massive,en-US,en-US,train,5
massive-train-438,what time is it now,0,train,massive,en-US,en-US,train,5
massive-train-439,display current time,0,train,massive,en-US,en-US,train,5
massive-train-440,please turn off the plug socket of my phone when it'll be charged,8,train,massive,en-US,en-US,train,8
massive-train-441,i want you to turn off the plug socket before the cell phone is charged,8,train,massive,en-US,en-US,train,8
massive-train-442,keep me updated on stock market prices,4,train,massive,en-US,en-US,train,12
massive-train-443,can you play my last song,45,train,massive,en-US,en-US,train,3
massive-train-444,play the song by michael jackson,45,train,massive,en-US,en-US,train,3
massive-train-445,play the song from last night at six p. m.,45,train,massive,en-US,en-US,train,3
massive-train-446,give me the time in washington,0,train,massive,en-US,en-US,train,5
massive-train-447,give me the time at washington right now,0,train,massive,en-US,en-US,train,5
massive-train-448,it is too loud decrease the volume,35,train,massive,en-US,en-US,train,10
massive-train-449,what is the name of that song that just went off,57,train,massive,en-US,en-US,train,15
massive-train-450,i just ordered food call and see it has been delivered,3,train,massive,en-US,en-US,train,14
massive-train-451,check on the delivery of my current order,3,train,massive,en-US,en-US,train,14
massive-train-452,call the restaurant to see if the delivery is on the way,3,train,massive,en-US,en-US,train,14
massive-train-453,please brighten the room,18,train,massive,en-US,en-US,train,8
massive-train-454,what's going on in congress,22,train,massive,en-US,en-US,train,4
massive-train-455,what is the weather report,13,train,massive,en-US,en-US,train,17
massive-train-456,how weather info,13,train,massive,en-US,en-US,train,17
massive-train-457,check weather,13,train,massive,en-US,en-US,train,17
massive-train-458,i want the lights less brighter,31,train,massive,en-US,en-US,train,8
massive-train-459,please lights less brighter,31,train,massive,en-US,en-US,train,8
massive-train-460,tell me something funny,25,train,massive,en-US,en-US,train,9
massive-train-461,i want to hear radio head please,45,train,massive,en-US,en-US,train,3
massive-train-462,get me the updates of the election polling,22,train,massive,en-US,en-US,train,4
massive-train-463,can you show me the last breaking news form wsj,22,train,massive,en-US,en-US,train,4
massive-train-464,give me a newspaper,22,train,massive,en-US,en-US,train,4
massive-train-465,i want to know the news form miami herald,22,train,massive,en-US,en-US,train,4
massive-train-466,please read me the last news from boston tribute,22,train,massive,en-US,en-US,train,4
massive-train-467,hi,5,train,massive,en-US,en-US,train,9
massive-train-468,hello,5,train,massive,en-US,en-US,train,9
massive-train-469,create an alarm at four o'clock tomorrow morning,48,train,massive,en-US,en-US,train,16
massive-train-470,make an alarm to wake me up after five hours,48,train,massive,en-US,en-US,train,16
massive-train-471,schedule an alarm to wake me up after three hours,48,train,massive,en-US,en-US,train,16
massive-train-472,give weather stat for the week,13,train,massive,en-US,en-US,train,17
massive-train-473,display weather for the week,13,train,massive,en-US,en-US,train,17
massive-train-474,i want to hear the songs of adele,45,train,massive,en-US,en-US,train,3
massive-train-475,play enrique iglesias song after this one,45,train,massive,en-US,en-US,train,3
massive-train-476,play the latest songs by senelena gomez after this one,45,train,massive,en-US,en-US,train,3
massive-train-477,turn out the lights,18,train,massive,en-US,en-US,train,8
massive-train-478,save my music preferences,43,train,massive,en-US,en-US,train,15
massive-train-479,save my music choices,43,train,massive,en-US,en-US,train,15
massive-train-480,play music i have liked,45,train,massive,en-US,en-US,train,3
massive-train-481,could you please lower your volume,35,train,massive,en-US,en-US,train,10
massive-train-482,could you please yell the answer out to me,14,train,massive,en-US,en-US,train,10
massive-train-483,what is the temperature today,13,train,massive,en-US,en-US,train,17
massive-train-484,how humid is the environment today,13,train,massive,en-US,en-US,train,17
massive-train-485,play all the latest pop songs,45,train,massive,en-US,en-US,train,3
massive-train-486,play happy playlist next,45,train,massive,en-US,en-US,train,3
massive-train-487,what's trending,22,train,massive,en-US,en-US,train,4
massive-train-488,get me top headlines,22,train,massive,en-US,en-US,train,4
massive-train-489,play song from my trance list,45,train,massive,en-US,en-US,train,3
massive-train-490,please decrease the volume of this song,14,train,massive,en-US,en-US,train,10
massive-train-491,increase the volume so that i can hear it in other room,14,train,massive,en-US,en-US,train,10
massive-train-492,decrease the volume to ten percent,35,train,massive,en-US,en-US,train,10
massive-train-493,mute yourself until i say otherwise,46,train,massive,en-US,en-US,train,10
massive-train-494,don't speak for a while,46,train,massive,en-US,en-US,train,10
massive-train-495,change this time zone to washington,38,train,massive,en-US,en-US,train,5
massive-train-496,change the time in this location to ist,38,train,massive,en-US,en-US,train,5
massive-train-497,turn on the wemo plug socket to connect my charger to it,24,train,massive,en-US,en-US,train,8
massive-train-498,turn on the wemo plug socket to plug in my dongle,24,train,massive,en-US,en-US,train,8
massive-train-499,find me the song currently playing,57,train,massive,en-US,en-US,train,15
massive-train-500,could you please search my new news provider for the latest news,22,train,massive,en-US,en-US,train,4
massive-train-501,tell me about the latest sports news,22,train,massive,en-US,en-US,train,4
massive-train-502,what's going around in the world these days,22,train,massive,en-US,en-US,train,4
massive-train-503,give me the news update from b. b. c.,22,train,massive,en-US,en-US,train,4
massive-train-504,what are the news update on b. b. c.,22,train,massive,en-US,en-US,train,4
massive-train-505,how me the latest news update on b. b. c.,22,train,massive,en-US,en-US,train,4
massive-train-506,show me the latest news update on b. b. c.,22,train,massive,en-US,en-US,train,4
massive-train-507,notify me when trump is in the news,22,train,massive,en-US,en-US,train,4
massive-train-508,alert me when the outside temperature reaches sixty eight degrees,13,train,massive,en-US,en-US,train,17
massive-train-509,listen to girl from impanema by frank sinatra,45,train,massive,en-US,en-US,train,3
massive-train-510,stream all songs from rock,45,train,massive,en-US,en-US,train,3
massive-train-511,add shape of you to the current queue,45,train,massive,en-US,en-US,train,3
massive-train-512,hey how are you,5,train,massive,en-US,en-US,train,9
massive-train-513,how is the weather today,13,train,massive,en-US,en-US,train,17
massive-train-514,what is the temperature right now,13,train,massive,en-US,en-US,train,17
massive-train-515,how was the weather this week,13,train,massive,en-US,en-US,train,17
massive-train-516,show me the highest weather this week,13,train,massive,en-US,en-US,train,17
massive-train-517,is summer going on,13,train,massive,en-US,en-US,train,17
massive-train-518,what are the chances of hail this week,13,train,massive,en-US,en-US,train,17
massive-train-519,confirm alarm for tomorrow morning,23,train,massive,en-US,en-US,train,16
massive-train-520,what time is the alarm set for tomorrow,23,train,massive,en-US,en-US,train,16
massive-train-521,could you please recommend a mexican restaurant for take out,3,train,massive,en-US,en-US,train,14
massive-train-522,which restaurants offer take out food,3,train,massive,en-US,en-US,train,14
massive-train-523,can i order take out food at this time,16,train,massive,en-US,en-US,train,14
massive-train-524,i want to know the latest local news of the city,22,train,massive,en-US,en-US,train,4
massive-train-525,mute sound on speakers please,46,train,massive,en-US,en-US,train,10
